CombiBarCode+MRP,company,category,brand,BrandForm,SBF,BarCode,UPC,MRP,SLP,RLP,CountOfMRP,Conversion,Combi,Mono,Units
4902430861533_3199,GIL,Oral care,ORAL B,OB POC Handle,OB POC Pro 600,4.90243E+12,6,3199,2592.37,2757.76,1,Singles,4902430861533_3199_Singles,1,1
4902430874489_1999,PGHP,Skin Care,Olay,Olay Whips,Whips RG UV Crm 50gm,4.90243E+12,6,1999,1599.15,1665.83,1,Singles,4902430874489_1999_Singles,1,1
4902430875554_199,PGHP,Skin Care,Olay,Olay Masks,Olay Mask Algae,4.90243E+12,40,199,155.89,165.83,1,Singles,4902430875554_199_Singles,1,1
4902430893961_399,PGHP,Skin Care,Olay,RG Cream,MINI RG MS DAY 10GM,4.90243E+12,12,399,333.07,346.96,1,Singles,4902430893961_399_Singles,1,1
4902430893961_399,PGHP,Skin Care,Olay,RG Cream,Mini RG MS Day 10gm_HTH,4.90243E+12,12,399,298.99,298.99,1,Singles,4902430893961_399_Singles,1,1
4902430899147_306,PGHP,Hair Care,Pantene,Pantene Bottles,Pntn LB 340ml,4.90243E+12,30,306,267.05,278.19,1,Singles,4902430899147_306_Singles,1,1
4902430899161_306,PGHP,Hair Care,Pantene,Pantene Bottles,Pntn TDC 380ml,4.90243E+12,30,306,267.05,278.19,1,Singles,4902430899161_306_Singles,1,1
4902430899192_180,PGHP,Hair Care,Pantene,Pantene Bottles,PNTN HFC 200ML,4.90243E+12,56,180,157.09,163.64,1,Singles,4902430899192_180_Singles,1,1
4902430899208_160,PGHP,Hair Care,Pantene,Pantene Bottles,Pntn LB 200ml,4.90243E+12,56,160,139.63,145.45,1,Singles,4902430899208_160_Singles,1,1
4902430899222_160,PGHP,Hair Care,Pantene,Pantene Bottles,Pntn TDC 200ml,4.90243E+12,56,160,139.63,145.45,2,Singles,4902430899222_160_Singles,1,1
4902430899222_180,PGHP,Hair Care,Pantene,Pantene Bottles,Pntn TDC 200ml,4.90243E+12,56,180,157.09,163.64,2,Singles,4902430899222_180_Singles,1,1
4902430907712_45,PGHP,Fabric & Home Care,Tide,Tide Naturals,Tide Naturals 500g,4.90243E+12,48,45,40,41.67,1,Singles,4902430907712_45_Singles,1,1
4902430914710_35,GIL,Grooming,Guard,Guard3 Carts,Guard3 Cart 1,4.90243E+12,800,35,29.14,31,2,Singles,4902430914710_35_Singles,1,1
4902430914710_35,GIL,Grooming,Guard,Guard3 Carts,Guard3 Cart 1,4.90243E+12,800,35,29.76,31,2,Singles,4902430914710_35_Singles,1,1
4902430914710_40,GIL,Grooming,Guard,Guard3 Carts,Guard3 Cart 1,4.90243E+12,800,40,33.9,35.31,2,Singles,4902430914710_40_Singles,1,1
4902430914710_40,GIL,Grooming,Guard,Guard3 Carts,Guard3 Cart 1,4.90243E+12,800,40,34.25,35.68,2,Singles,4902430914710_40_Singles,1,1
4902430914727_35,GIL,Grooming,Guard,Guard3 Carts,Guard3 Cart 1 HTH,4.90243E+12,800,35,30,30,1,Singles,4902430914727_35_Singles,1,1
4902430914741_175,GIL,Grooming,Guard,Guard3 Carts,Guard3 Cart 6s,4.90243E+12,128,175,138.82,144.6,1,Singles,4902430914741_175_Singles,1,1
4902430914772_280,GIL,Grooming,Guard,Guard3 Carts,Guard3 Cart 8+2,4.90243E+12,64,280,239.99,250,1,Singles,4902430914772_280_Singles,1,1
4902430917445_1390,GIL,Grooming,Mach-3 Turbo,M3T Carts eC,M3T Carts 10s eC,4.90243E+12,24,1390,1191.39,1241.07,1,Singles,4902430917445_1390_Singles,1,1
4902430917506_1555,GIL,Grooming,Fusion,Proglide Carts eC,Proglide Crts 6s eC,4.90243E+12,24,1555,1332.81,1388.39,1,Singles,4902430917506_1555_Singles,1,1
4902430917520_425,GIL,Grooming,Gillette Mach3,Mach3 H+2 eC,Mach3 H+2 eC,4.90243E+12,24,425,364.27,379.46,1,Singles,4902430917520_425_Singles,1,1
4902430917933_399,PGHP,Skin Care,Olay,Olay Retinol,Mini Retinol Crm 8g,4.90243E+12,12,399,333.07,346.96,1,Singles,4902430917933_399_Singles,1,1
4902430917957_1999,PGHP,Skin Care,Olay,Olay Retinol,Retinol 24 Serum,4.90243E+12,6,1999,1599.15,1665.83,1,Singles,4902430917957_1999_Singles,1,1
4902430917964_1999,PGHP,Skin Care,Olay,Olay Retinol,Retinol 24 Night Crm,4.90243E+12,6,1999,1599.15,1665.83,1,Singles,4902430917964_1999_Singles,1,1
4902430922562_1690,GIL,Grooming,Fusion,ProGlide Cart,ProGlide Cart 8s,4.90243E+12,40,1690,1448.53,1508.93,1,Singles,4902430922562_1690_Singles,1,1
4902430930635_40,GIL,Grooming,Guard,Guard3 Carts,Guard3 Cart 1,4.90243E+12,800,40,33.9,35.31,2,Mono,4902430930635_40_Mono,80,10
4902430930635_40,GIL,Grooming,Guard,Guard3 Carts,Guard3 Cart 1,4.90243E+12,800,40,34.25,35.68,2,Mono,4902430930635_40_Mono,80,10
4902430950046_2402,GIL,Oral care,ORAL B,OB WS Cavity Defense,OB WS CavityDef S CS,4.90243E+12,1,2402,1921.54,2001.67,1,Singles,4902430950046_2402_Singles,1,1
4902430965033_88,GIL,Oral care,ORAL B,OB 123 Neem,OB 123 Neem4Pack S,4.90243E+12,72,88,70.4,73.34,1,Singles,4902430965033_88_Singles,1,1
4902430982313_199,PGHP,Skin Care,Olay,AP Cream,AP 18gm Cream,4.90243E+12,48,199,162.67,173.04,1,Singles,4902430982313_199_Singles,1,1
4902430982313_199,PGHP,Skin Care,Olay,AP Cream,AP 18gm Cream,4.90243E+12,48,199,166.12,173.04,1,Singles,4902430982313_199_Singles,1,1
4902430982313_199,PGHP,Skin Care,Olay,AP Cream,AP 18gm Cream,4.90243E+12,48,199,166.12,173.05,1,Singles,4902430982313_199_Singles,1,1
4902430983846_1399,PGHP,Skin Care,Olay,RG Cream,RG Night 50gm,4.90243E+12,6,1399,1119.16,1165.83,1,Singles,4902430983846_1399_Singles,1,1
4902430985932_349,PGHP,Skin Care,Olay,Olay Luminous,Luminous Clnsr 100gm,4.90243E+12,12,349,279.19,290.83,1,Singles,4902430985932_349_Singles,1,1
4902430992343_899,PGHP,Skin Care,Olay,Total Effects Cream,Olay TE Night 50gm,4.90243E+12,6,899,750.45,781.74,1,Singles,4902430992343_899_Singles,1,1
4902430992954_299,PGHP,Skin Care,Olay,Total Effects Cleanser,Olay TE Clnsr 100gm,4.90243E+12,12,299,244.41,260,1,Singles,4902430992954_299_Singles,1,1
4902430992954_299,PGHP,Skin Care,Olay,Total Effects Cleanser,Olay TE Clnsr 100gm,4.90243E+12,12,299,249.59,260,1,Singles,4902430992954_299_Singles,1,1
4902430992954_299,PGHP,Skin Care,Olay,Total Effects Cleanser,Olay TE Clnsr 100gm_HTH,4.90243E+12,12,299,198.99,198.99,1,Singles,4902430992954_299_Singles,1,1
4902430995696_999,PGHP,Skin Care,Olay,Total Effects Cream,Olay TE Serum 50gm,4.90243E+12,6,999,833.92,868.69,1,Singles,4902430995696_999_Singles,1,1
4987176019448_330,PGHC,Health Care,Vicks 3in1,Vicks 3in1,Vicks 3in1 Orange 1,4.98718E+12,6,330,240.3,250.32,1,Singles,4987176019448_330_Singles,1,1
4987176020895_48,PGHC,Health Care,Action 500,Action 500,A500 ADV N48,4.98718E+12,1080,48,33.44,35.57,1,Singles,4987176020895_48_Singles,1,1
4987176020895_48,PGHC,Health Care,Action 500,Action 500,A500 ADV N48,4.98718E+12,1080,48,34.14,35.57,1,Singles,4987176020895_48_Singles,1,1
4987176022103_500,GIL,Grooming,Gillette Sport,Gillette 5 Sport,Gillette 5 Sport R+2,4.98718E+12,24,500,419.65,446.43,1,Singles,4987176022103_500_Singles,1,1
4987176024831_599,GIL,Oral care,ORAL B,Power Oral Care,OB CAPH Power brush Sft,4.98718E+12,48,599,479.18,499.16,2,Singles,4987176024831_599_Singles,1,1
4987176024831_649,GIL,Oral care,ORAL B,Power Oral Care,OB CAPH Power brush Sft,4.98718E+12,48,649,519.18,540.83,2,Singles,4987176024831_649_Singles,1,1
4987176028099_65,PGHP,Baby Care,Pampers,Premium Pants,PC Pants MD 4s,4.98718E+12,72,65,54.26,56.52,1,Singles,4987176028099_65_Singles,1,1
4987176028549_293,GIL,Grooming,Guard,Gillette GP Pack,Gillete SW GP Pack,4.98718E+12,24,293,199.67,207.99,1,Singles,4987176028549_293_Singles,1,1
4987176029898_299,GIL,Personal Care (GIL),Gillette Satin Care,SC Series Foam & Gel,Satin Care Gel 200ml,4.98718E+12,6,299,251.78,262.28,1,Singles,4987176029898_299_Singles,1,1
4987176029928_35,PGHC,Personal Care (OS),Old Spice,Old Spice Shaving Cream,CREAM MUSK 30G,4.98718E+12,144,35,30,31.25,1,Singles,4987176029928_35_Singles,1,1
4987176029942_71,PGHC,Personal Care (OS),Old Spice,Old Spice Shaving Cream,CREAM MUSK 70G,4.98718E+12,96,71,60.86,63.4,1,Singles,4987176029942_71_Singles,1,1
4987176029942_71,PGHC,Personal Care (OS),Old Spice,Old Spice Shaving Cream,CREAM MUSK 70G,4.98718E+12,96,71,61.01,63.55,1,Singles,4987176029942_71_Singles,1,1
4987176029966_71,PGHC,Personal Care (OS),Old Spice,Old Spice Shaving Cream,CREAM ORIGINAL 70G,4.98718E+12,96,71,60.86,63.4,2,Singles,4987176029966_71_Singles,1,1
4987176029966_80,PGHC,Personal Care (OS),Old Spice,Old Spice Shaving Cream,CREAM ORIGINAL 70G,4.98718E+12,96,80,68.57,71.43,2,Singles,4987176029966_80_Singles,1,1
4987176030023_49,GIL,Personal Care (GIL),Gillette Series,Tube Shave Gel,TSG (Sen) 25g,4.98718E+12,144,49,42,43.75,1,Singles,4987176030023_49_Singles,1,1
4987176030108_225,GIL,Personal Care (GIL),Gillette,Gillette Foam,Foam (Reg) 200ml,4.98718E+12,24,225,192.85,200.89,1,Singles,4987176030108_225_Singles,1,1
4987176030634_1100,GIL,Grooming,7 O Clock,SP Blades,SP Blades 100s,4.98718E+12,40,1100,893.52,930.78,2,Singles,4987176030634_1100_Singles,1,1
4987176030634_1200,GIL,Grooming,7 O Clock,SP Blades,SP Blades 100s,4.98718E+12,40,1200,976.24,1016.95,2,Singles,4987176030634_1200_Singles,1,1
4987176037374_71,PGHC,Personal Care (OS),Old Spice,Old Spice Shaving Cream,CREAM LIME 70G,4.98718E+12,96,71,59.79,62.28,1,Singles,4987176037374_71_Singles,1,1
4987176041081_24,GIL,Grooming,Guard,Guard Razor,Guard Razor HTH,4.98718E+12,540,24,17,17,1,Singles,4987176041081_24_Singles,1,1
4987176041357_1999,PGHP,Skin Care,Olay,Olay Collagen,Collagen Cream 50g,4.98718E+12,6,1999,1599.15,1665.83,1,Singles,4987176041357_1999_Singles,1,1
4987176041371_1999,PGHP,Skin Care,Olay,Olay Collagen,Collagen Eye Cream,4.98718E+12,12,1999,1599.15,1665.83,1,Singles,4987176041371_1999_Singles,1,1
4987176041432_1999,PGHP,Skin Care,Olay,Olay Collagen,Collagen Serum 30ml,4.98718E+12,6,1999,1599.15,1665.83,1,Singles,4987176041432_1999_Singles,1,1
4987176041630_115,PGHC,Personal Care (OS),Old Spice,Old Spice After Shave,ASL MUSK 50ML_HTH,4.98718E+12,72,115,98.57,98.57,1,Singles,4987176041630_115_Singles,1,1
4987176044365_120,PGHP,Fabric & Home Care,Ariel,Ariel PerfectWash,Ariel PerfctWsh Rs10,4.98718E+12,5,120,97.96,102.04,1,Singles,4987176044365_120_Singles,1,1
4987176044525_75,PGHP,Fabric & Home Care,Ariel,Ariel Base Bags,Ariel Comp 500g PM,4.98718E+12,48,75,66.66,69.44,1,Singles,4987176044525_75_Singles,1,1
4987176044570_342,PGHP,Fabric & Home Care,Ariel,Ariel Base Bags,Ariel Colour 1.5kg A,4.98718E+12,16,342,303.99,316.67,1,Singles,4987176044570_342_Singles,1,1
4987176044594_154,PGHP,Fabric & Home Care,Ariel,Ariel Base Bags,Ariel Colour 700g,4.98718E+12,34,154,136.88,142.59,2,Singles,4987176044594_154_Singles,1,1
4987176044594_173,PGHP,Fabric & Home Care,Ariel,Ariel Base Bags,Ariel Colour 700g,4.98718E+12,34,173,153.77,160.18,2,Singles,4987176044594_173_Singles,1,1
4987176050472_160,GIL,Oral care,ORAL B,OB Complete Clean,OB CompCln 12+3FCChr,4.98718E+12,24,160,128,133.34,1,Singles,4987176050472_160_Singles,1,1
4987176056276_1264,PGHP,Baby Care,Pampers,Premium Pants,PC NB Sup Jumbo,4.98718E+12,4,1264,1011.17,1053.34,3,Singles,4987176056276_1264_Singles,1,1
4987176056276_1299,PGHP,Baby Care,Pampers,Premium Pants,PC NB Sup Jumbo,4.98718E+12,4,1299,1039.17,1082.5,3,Singles,4987176056276_1299_Singles,1,1
4987176056276_1358,PGHP,Baby Care,Pampers,Premium Pants,PC NB Sup Jumbo,4.98718E+12,4,1358,1086.37,1131.67,3,Singles,4987176056276_1358_Singles,1,1
4987176056283_1299,PGHP,Baby Care,Pampers,Premium Pants,PC Pants SM Sup Jumbo Pk,4.98718E+12,4,1299,1039.17,1082.5,3,Singles,4987176056283_1299_Singles,1,1
4987176056283_1405,PGHP,Baby Care,Pampers,Premium Pants,PC Pants SM Sup Jumbo Pk,4.98718E+12,4,1405,1123.96,1170.83,3,Singles,4987176056283_1405_Singles,1,1
4987176056283_1499,PGHP,Baby Care,Pampers,Premium Pants,PC Pants SM Sup Jumbo Pk,4.98718E+12,4,1499,1199.16,1249.16,3,Singles,4987176056283_1499_Singles,1,1
4987176056313_1299,PGHP,Baby Care,Pampers,Premium Pants,PC Pants MD Sup Jumbo Pk,4.98718E+12,4,1299,1039.17,1082.5,1,Singles,4987176056313_1299_Singles,1,1
4987176056320_1399,PGHP,Baby Care,Pampers,Premium Pants,PC PANTS LG SUP JUMBO PK,4.98718E+12,4,1399,1119.16,1165.83,2,Singles,4987176056320_1399_Singles,1,1
4987176056320_1499,PGHP,Baby Care,Pampers,Premium Pants,PC PANTS LG SUP JUMBO PK,4.98718E+12,4,1499,1199.16,1249.16,2,Singles,4987176056320_1499_Singles,1,1
4987176056337_1399,PGHP,Baby Care,Pampers,Premium Pants,PC Pants XL Sup Jumbo Pk,4.98718E+12,4,1399,1119.16,1165.83,2,Singles,4987176056337_1399_Singles,1,1
4987176056337_1499,PGHP,Baby Care,Pampers,Premium Pants,PC Pants XL Sup Jumbo Pk,4.98718E+12,4,1499,1199.16,1249.16,2,Singles,4987176056337_1499_Singles,1,1
4987176056344_1399,PGHP,Baby Care,Pampers,Premium Pants,PC XXL Sup Jumbo,4.98718E+12,4,1399,1119.16,1165.83,2,Singles,4987176056344_1399_Singles,1,1
4987176056344_1405,PGHP,Baby Care,Pampers,Premium Pants,PC XXL Sup Jumbo,4.98718E+12,4,1405,1123.96,1170.83,2,Singles,4987176056344_1405_Singles,1,1
4987176056351_2529,PGHP,Baby Care,Pampers,Premium Pants,PC Pants SM Box Pk,4.98718E+12,1,2529,1867.51,1945.39,2,Singles,4987176056351_2529_Singles,1,1
4987176056351_2716,PGHP,Baby Care,Pampers,Premium Pants,PC Pants SM Box Pk,4.98718E+12,1,2716,2005.6,2089.23,2,Singles,4987176056351_2716_Singles,1,1
4987176056368_2598,PGHP,Baby Care,Pampers,Premium Pants,PC Pants MD Box Pk,4.98718E+12,1,2598,1918.46,1998.46,3,Singles,4987176056368_2598_Singles,1,1
4987176056368_2623,PGHP,Baby Care,Pampers,Premium Pants,PC Pants MD Box Pk,4.98718E+12,1,2623,1936.92,2017.69,3,Singles,4987176056368_2623_Singles,1,1
4987176056368_2810,PGHP,Baby Care,Pampers,Premium Pants,PC Pants MD Box Pk,4.98718E+12,1,2810,2075.01,2161.54,3,Singles,4987176056368_2810_Singles,1,1
4987176056399_2623,PGHP,Baby Care,Pampers,Premium Pants,PC Pants LG Box Pk,4.98718E+12,1,2623,1936.92,2017.69,2,Singles,4987176056399_2623_Singles,1,1
4987176056399_2810,PGHP,Baby Care,Pampers,Premium Pants,PC Pants LG Box Pk,4.98718E+12,1,2810,2075.01,2161.54,2,Singles,4987176056399_2810_Singles,1,1
4987176056405_2810,PGHP,Baby Care,Pampers,Premium Pants,PC Pants XL Box Pk,4.98718E+12,1,2810,2075.01,2161.54,2,Singles,4987176056405_2810_Singles,1,1
4987176056405_2998,PGHP,Baby Care,Pampers,Premium Pants,PC Pants XL Box Pk,4.98718E+12,1,2998,2213.84,2306.16,2,Singles,4987176056405_2998_Singles,1,1
4987176056429_300,PGHP,Baby Care,Pampers,Premium Pants,PC Pants XL Econ PK,4.98718E+12,12,300,250.43,260.87,1,Singles,4987176056429_300_Singles,1,1
4987176057396_85,PGHP,Fabric & Home Care,Tide,Tide Naturals,Tide Nat 800G+200G A,4.98718E+12,24,85,75.55,78.7,2,Singles,4987176057396_85_Singles,1,1
4987176057396_88,PGHP,Fabric & Home Care,Tide,Tide Naturals,Tide Nat 800G+200G A,4.98718E+12,24,88,78.22,81.48,2,Singles,4987176057396_88_Singles,1,1
4987176064158_169,GIL,Oral care,ORAL B,OB Prohealth New,OB PH GCClove S B2G2,4.98718E+12,36,169,135.2,140.84,1,Singles,4987176064158_169_Singles,1,1
4987176068897_66,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide SHS JR 500g B,4.98718E+12,48,66,57.86,60.27,1,Singles,4987176068897_66_Singles,1,1
4987176068897_66,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide SHS JR 500g B,4.98718E+12,48,66,58.66,61.11,1,Singles,4987176068897_66_Singles,1,1
4987176068897_70,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide SHS JR 500g C,4.98718E+12,48,70,62.22,64.81,2,Singles,4987176068897_70_Singles,1,1
4987176068897_73,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide SHS JR 500g C,4.98718E+12,48,73,64,66.67,2,Singles,4987176068897_73_Singles,1,1
4987176068897_69,PGHP,Fabric & Home Care,Tide,Tide Base Bags,Tide SHS JR 500g H,4.98718E+12,48,69,60.49,63.01,1,Singles,4987176068897_69_Singles,1,1
4987176069696_154,PGHP,Fabric & Home Care,Ariel,Ariel PerfectWash,Ariel PW Blue 1kg C,4.98718E+12,24,154,135.01,140.64,1,Singles,4987176069696_154_Singles,1,1
4987176069696_154,PGHP,Fabric & Home Care,Ariel,Ariel PerfectWash,Ariel PW Blue 1kg C,4.98718E+12,24,154,136.88,142.59,1,Singles,4987176069696_154_Singles,1,1
4987176070579_399,PGHC,Health Care,Vicks,PureZZZS,Zzzquil 24s,4.98718E+12,48,399,319.19,332.5,2,Singles,4987176070579_399_Singles,1,1
4987176070579_449,PGHC,Health Care,Vicks,PureZZZS,Zzzquil 24s,4.98718E+12,48,449,359.19,374.17,2,Singles,4987176070579_449_Singles,1,1
4987176070593_177,PGHC,Health Care,Vicks,PureZZZS,ZZZQUIL 10S,4.98718E+12,120,177,141.6,147.5,2,Singles,4987176070593_177_Singles,1,1
4987176070593_199,PGHC,Health Care,Vicks,PureZZZS,ZZZQUIL 10S,4.98718E+12,120,199,159.19,165.83,2,Singles,4987176070593_199_Singles,1,1
4987176071323_18,PGHP,Baby Care,Pampers,Pampers Pants-LCPs (1s-2s-4s)-Dlite,RED Pants 2s SM,4.98718E+12,192,18,14.4,15,2,Singles,4987176071323_18_Singles,1,1
4987176071323_20,PGHP,Baby Care,Pampers,Pampers Pants-LCPs (1s-2s-4s)-Dlite,RED Pants 2s SM,4.98718E+12,192,20,16,16.67,2,Singles,4987176071323_20_Singles,1,1
4987176071323_3200,PGHP,Baby Care,Pampers,Pampers Pants-LCPs (1s-2s-4s)-Dlite,RED Pants 2s SM WS spl case,4.98718E+12,1,3200,2559.92,2666.67,1,Singles,4987176071323_3200_Singles,1,1
4987176071347_30,PGHP,Baby Care,Pampers,Pampers Pants-LCPs (1s-2s-4s)-Dlite,RED Pants 2s LG,4.98718E+12,192,30,24,25,1,Singles,4987176071347_30_Singles,1,1
4987176071347_3750,PGHP,Baby Care,Pampers,Pampers Pants-LCPs (1s-2s-4s)-Dlite,RED Pants 2s MD WS spl case,4.98718E+12,1,3750,2999.9,3125,1,Singles,4987176071347_3750_Singles,1,1
4987176071361_35,PGHP,Baby Care,Pampers,Pampers Pants-LCPs (1s-2s-4s)-Dlite,RED Pants 2s XL,4.98718E+12,144,35,28.12,29.92,2,Singles,4987176071361_35_Singles,1,1
4987176071361_36,PGHP,Baby Care,Pampers,Pampers Pants-LCPs (1s-2s-4s)-Dlite,RED Pants 2s XL,4.98718E+12,168,36,29.54,30.77,2,Singles,4987176071361_36_Singles,1,1
4987176071361_35,PGHP,Baby Care,Pampers,Pampers Pants-LCPs (1s-2s-4s)-Dlite,RED Pants 2s XL,4.98718E+12,192,35,28,29.17,2,Singles,4987176071361_35_Singles,1,1
4987176071385_23,PGHP,Baby Care,Pampers,Pampers Pants-LCPs (1s-2s-4s)-Dlite,RED Pants 2s MD,4.98718E+12,192,23,18.4,19.17,1,Singles,4987176071385_23_Singles,1,1
4987176071385_3200,PGHP,Baby Care,Pampers,Pampers Pants-LCPs (1s-2s-4s)-Dlite,RED Pants 2s SM WS spl case,4.98718E+12,1,3200,2559.92,2666.67,1,Singles,4987176071385_3200_Singles,1,1
4987176071392_18,PGHP,Baby Care,Pampers,Pampers Pants-LCPs (1s-2s-4s)-Dlite,RED Pants 2s NB,4.98718E+12,192,18,14.4,15,1,Singles,4987176071392_18_Singles,1,1
4987176071392_3000,PGHP,Baby Care,Pampers,Pampers Pants-LCPs (1s-2s-4s)-Dlite,RED Pants 2s NB WS spl case,4.98718E+12,1,3000,2399.92,2500,1,Singles,4987176071392_3000_Singles,1,1
4987176071408_37,PGHP,Baby Care,Pampers,Pampers Pants-LCPs (1s-2s-4s)-Dlite,RED Pants 4s NB,4.98718E+12,72,37,29.6,30.83,1,Singles,4987176071408_37_Singles,1,1
4987176071415_37,PGHP,Baby Care,Pampers,Pampers Pants-LCPs (1s-2s-4s)-Dlite,RED Pants 4s SM,4.98718E+12,72,37,29.6,30.83,2,Singles,4987176071415_37_Singles,1,1
4987176071415_40,PGHP,Baby Care,Pampers,Pampers Pants-LCPs (1s-2s-4s)-Dlite,RED Pants 4s SM,4.98718E+12,72,40,32,33.33,2,Singles,4987176071415_40_Singles,1,1
4987176071439_56,PGHP,Baby Care,Pampers,Pampers Pants-LCPs (1s-2s-4s)-Dlite,RED Pants 4s LG,4.98718E+12,72,56,44.8,46.67,2,Singles,4987176071439_56_Singles,1,1
4987176071439_60,PGHP,Baby Care,Pampers,Pampers Pants-LCPs (1s-2s-4s)-Dlite,RED Pants 4s LG,4.98718E+12,72,60,50.09,52.18,2,Singles,4987176071439_60_Singles,1,1
4987176071446_93,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Dlite,RED Pants Regs NB,4.98718E+12,40,93,74.4,77.5,1,Singles,4987176071446_93_Singles,1,1
4987176071453_99,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Dlite,RED Pants Regs SM,4.98718E+12,32,99,79.2,82.5,2,Singles,4987176071453_99_Singles,1,1
4987176071453_93,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Dlite,RED Pants Regs SM,4.98718E+12,40,93,74.4,77.5,2,Singles,4987176071453_93_Singles,1,1
4987176071460_93,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Dlite,RED Pants Regs MD,4.98718E+12,40,93,74.4,77.5,2,Singles,4987176071460_93_Singles,1,1
4987176071460_98,PGHP,Baby Care,Pampers,Pampers Pants-Mid Packs-Dlite,RED Pants Regs MD,4.98718E+12,40,98,78.4,81.67,2,Singles,4987176071460_98_Singles,1,1
4987176072795_1040,PGHP,Hair Care,H&S,H&S 2-in-1 Bottle,H&S 2in1 AP 675 ml,4.98718E+12,12,1040,891.4,928.57,3,Singles,4987176072795_1040_Singles,1,1
4987176072795_1120,PGHP,Hair Care,H&S,H&S 2-in-1 Bottle,H&S 2in1 AP 675 ml,4.98718E+12,12,1120,959.97,1000,3,Singles,4987176072795_1120_Singles,1,1
4987176072795_1169,PGHP,Hair Care,H&S,H&S 2-in-1 Bottle,H&S 2in1 AP 675 ml,4.98718E+12,12,1169,1001.97,1043.75,3,Singles,4987176072795_1169_Singles,1,1
4987176072801_1040,PGHP,Hair Care,H&S,H&S 2-in-1 Bottle,H&S 2in1 SS 675 ml,4.98718E+12,12,1040,891.4,928.57,2,Singles,4987176072801_1040_Singles,1,1
4987176072801_1169,PGHP,Hair Care,H&S,H&S 2-in-1 Bottle,H&S 2in1 SS 675 ml,4.98718E+12,12,1169,1001.97,1043.75,2,Singles,4987176072801_1169_Singles,1,1
4987176072825_888,PGHP,Hair Care,H&S,H&S 2-in-1 Bottle,H&S 2in1 CM 675 ml,4.98718E+12,12,888,761.12,792.86,3,Singles,4987176072825_888_Singles,1,1
4987176072825_1040,PGHP,Hair Care,H&S,H&S 2-in-1 Bottle,H&S 2in1 CM 675 ml,4.98718E+12,12,1040,891.4,928.57,3,Singles,4987176072825_1040_Singles,1,1
4987176072825_1169,PGHP,Hair Care,H&S,H&S 2-in-1 Bottle,H&S 2in1 CM 675 ml,4.98718E+12,12,1169,1001.97,1043.75,3,Singles,4987176072825_1169_Singles,1,1
4987176072832_1040,PGHP,Hair Care,H&S,H&S 2-in-1 Bottle,H&S Neem 650ml,4.98718E+12,12,1040,891.4,928.57,4,Singles,4987176072832_1040_Singles,1,1
4987176072832_1066,PGHP,Hair Care,H&S,H&S 2-in-1 Bottle,H&S Neem 650ml,4.98718E+12,12,1066,913.69,951.79,4,Singles,4987176072832_1066_Singles,1,1
4987176072832_1120,PGHP,Hair Care,H&S,H&S 2-in-1 Bottle,H&S Neem 650ml,4.98718E+12,12,1120,959.97,1000,4,Singles,4987176072832_1120_Singles,1,1
4987176072832_1169,PGHP,Hair Care,H&S,H&S 2-in-1 Bottle,H&S Neem 650ml,4.98718E+12,12,1169,1001.97,1043.75,4,Singles,4987176072832_1169_Singles,1,1
4987176072849_765,PGHP,Hair Care,H&S,H&S Bottles,H&S AHF 750ML,4.98718E+12,12,765,655.69,683.03,4,Singles,4987176072849_765_Singles,1,1
4987176072849_880,PGHP,Hair Care,H&S,H&S Bottles,H&S AHF 750ML,4.98718E+12,12,880,754.26,785.71,4,Singles,4987176072849_880_Singles,1,1
4987176072849_912,PGHP,Hair Care,H&S,H&S Bottles,H&S AHF 750ML,4.98718E+12,12,912,781.69,814.29,4,Singles,4987176072849_912_Singles,1,1
4987176072849_999,PGHP,Hair Care,H&S,H&S Bottles,H&S AHF 750ML,4.98718E+12,12,999,856.26,891.97,4,Singles,4987176072849_999_Singles,1,1
4987176072856_799,PGHP,Hair Care,H&S,H&S Bottles,H&S CM 750ML,4.98718E+12,12,799,684.84,713.4,6,Singles,4987176072856_799_Singles,1,1
4987176072856_827,PGHP,Hair Care,H&S,H&S Bottles,H&S CM 750ML,4.98718E+12,12,827,708.83,738.39,6,Singles,4987176072856_827_Singles,1,1
4987176072856_880,PGHP,Hair Care,H&S,H&S Bottles,H&S CM 750ML,4.98718E+12,12,880,754.26,785.71,6,Singles,4987176072856_880_Singles,1,1
4987176072856_912,PGHP,Hair Care,H&S,H&S Bottles,H&S CM 750ML,4.98718E+12,12,912,781.69,814.29,6,Singles,4987176072856_912_Singles,1,1
